GapZ,100.00,Ohms,,,,
Source,0.00,dBm,,,,
,1.0E-3,W,,,,
Port1 Z,50.0E+0,Ohms,,,,Gap has 39–3.9KΩ resistors connected in parallel.
Port1 V,223.6E-3,V,,,,Cal input has 1KΩ in series with gap Impedance.
CalZ,983.00,Ohms,,,,Output has 20dB attenuator and 80dB amplifier.
Cal_Iin,227.5E-6,A,,,,
Port2 Z,50.0E+0,,,,,Vcal = CalZ / (CalZ+ CalR)* Ibeam
,,,,,,
# Channel 1,,,,,,
# Trace 1,,,,100.0E-3,,
Frequency,S21 Magnitude (dB),S21Linear Ratio (Vout/Vcal),Vout/Ibeam,Vout,,
77.4E+0,-82.36,76.2E-6,69.2E-6,6.9E-6,,
78.4E+0,-81.30,86.1E-6,78.2E-6,7.8E-6,,
79.4E+0,-81.28,86.3E-6,78.3E-6,7.8E-6,,
80.4E+0,-78.80,114.8E-6,104.2E-6,10.4E-6,,
81.4E+0,-84.20,61.7E-6,56.0E-6,5.6E-6,,
82.5E+0,-83.80,64.6E-6,58.6E-6,5.9E-6,,
83.5E+0,-87.87,40.4E-6,36.7E-6,3.7E-6,,
84.5E+0,-90.13,31.1E-6,28.3E-6,2.8E-6,,
85.5E+0,-88.43,37.9E-6,34.4E-6,3.4E-6,,
86.5E+0,-87.56,41.9E-6,38.0E-6,3.8E-6,,
87.5E+0,-83.19,69.3E-6,62.9E-6,6.3E-6,,
88.5E+0,-86.92,45.1E-6,40.9E-6,4.1E-6,,
89.5E+0,-86.54,47.1E-6,42.7E-6,4.3E-6,,
90.5E+0,-101.95,8.0E-6,7.3E-6,725.5E-9,,
91.5E+0,-88.78,36.4E-6,33.0E-6,3.3E-6,,
92.5E+0,-83.42,67.5E-6,61.3E-6,6.1E-6,,
93.7E+0,-82.76,72.8E-6,66.1E-6,6.6E-6,,
95.1E+0,-92.72,23.1E-6,21.0E-6,2.1E-6,,
96.5E+0,-91.24,27.4E-6,24.9E-6,2.5E-6,,
97.9E+0,-86.53,47.2E-6,42.8E-6,4.3E-6,,
99.3E+0,-79.76,102.8E-6,93.3E-6,9.3E-6,,
100.7E+0,-78.16,123.6E-6,112.2E-6,11.2E-6,,
102.1E+0,-82.06,78.9E-6,71.6E-6,7.2E-6,,
103.5E+0,-81.11,88.0E-6,79.9E-6,8.0E-6,,
104.9E+0,-93.40,21.4E-6,19.4E-6,1.9E-6,,
106.2E+0,-105.54,5.3E-6,4.8E-6,479.7E-9,,
107.6E+0,-81.46,84.6E-6,76.8E-6,7.7E-6,,
109.0E+0,-76.37,151.9E-6,137.9E-6,13.8E-6,,
110.4E+0,-76.10,156.7E-6,142.2E-6,14.2E-6,,
111.8E+0,-76.99,141.4E-6,128.4E-6,12.8E-6,,
113.2E+0,-75.96,159.3E-6,144.6E-6,14.5E-6,,
114.6E+0,-74.32,192.4E-6,174.6E-6,17.5E-6,,
116.0E+0,-75.68,164.4E-6,149.2E-6,14.9E-6,,
117.4E+0,-73.94,201.0E-6,182.5E-6,18.2E-6,,
118.8E+0,-73.99,199.9E-6,181.4E-6,18.1E-6,,
120.2E+0,-74.13,196.6E-6,178.4E-6,17.8E-6,,
121.6E+0,-73.03,223.2E-6,202.6E-6,20.3E-6,,
122.9E+0,-77.30,136.5E-6,123.9E-6,12.4E-6,,
124.3E+0,-74.90,180.0E-6,163.3E-6,16.3E-6,,
125.7E+0,-73.34,215.2E-6,195.3E-6,19.5E-6,,
127.1E+0,-74.07,198.0E-6,179.7E-6,18.0E-6,,
128.5E+0,-78.96,112.8E-6,102.4E-6,10.2E-6,,
130.2E+0,-77.02,140.9E-6,127.9E-6,12.8E-6,,
132.1E+0,-79.42,106.9E-6,97.0E-6,9.7E-6,,
134.0E+0,-81.48,84.3E-6,76.5E-6,7.7E-6,,
136.0E+0,-74.22,194.5E-6,176.5E-6,17.7E-6,,
137.9E+0,-80.57,93.7E-6,85.0E-6,8.5E-6,,
139.8E+0,-82.85,72.0E-6,65.4E-6,6.5E-6,,
141.8E+0,-85.02,56.1E-6,50.9E-6,5.1E-6,,
143.7E+0,-88.71,36.7E-6,33.3E-6,3.3E-6,,
145.6E+0,-81.17,87.4E-6,79.4E-6,7.9E-6,,
147.6E+0,-93.91,20.2E-6,18.3E-6,1.8E-6,,
149.5E+0,-91.36,27.0E-6,24.5E-6,2.5E-6,,
151.4E+0,-88.53,37.4E-6,34.0E-6,3.4E-6,,
153.4E+0,-78.74,115.6E-6,104.9E-6,10.5E-6,,
155.3E+0,-82.58,74.3E-6,67.4E-6,6.7E-6,,
157.2E+0,-92.95,22.5E-6,20.4E-6,2.0E-6,,
159.2E+0,-85.96,50.4E-6,45.7E-6,4.6E-6,,
161.1E+0,-80.26,97.1E-6,88.1E-6,8.8E-6,,
163.0E+0,-87.24,43.5E-6,39.5E-6,3.9E-6,,
165.0E+0,-80.26,97.0E-6,88.1E-6,8.8E-6,,
166.9E+0,-87.20,43.6E-6,39.6E-6,4.0E-6,,
168.8E+0,-80.33,96.3E-6,87.4E-6,8.7E-6,,
170.8E+0,-90.95,28.3E-6,25.7E-6,2.6E-6,,
172.7E+0,-81.56,83.6E-6,75.8E-6,7.6E-6,,
174.6E+0,-78.58,117.8E-6,106.9E-6,10.7E-6,,
176.6E+0,-101.18,8.7E-6,7.9E-6,792.8E-9,,
178.5E+0,-84.64,58.6E-6,53.2E-6,5.3E-6,,
180.8E+0,-84.40,60.3E-6,54.7E-6,5.5E-6,,
183.4E+0,-83.67,65.5E-6,59.5E-6,5.9E-6,,
186.1E+0,-84.66,58.5E-6,53.1E-6,5.3E-6,,
188.8E+0,-94.36,19.1E-6,17.4E-6,1.7E-6,,
191.5E+0,-77.50,133.4E-6,121.1E-6,12.1E-6,,
194.2E+0,-86.70,46.2E-6,41.9E-6,4.2E-6,,
196.9E+0,-88.75,36.5E-6,33.1E-6,3.3E-6,,
199.6E+0,-79.36,107.7E-6,97.7E-6,9.8E-6,,
202.2E+0,-79.19,109.8E-6,99.7E-6,10.0E-6,,
204.9E+0,-85.32,54.2E-6,49.2E-6,4.9E-6,,
207.6E+0,-85.72,51.8E-6,47.0E-6,4.7E-6,,
210.3E+0,-86.16,49.2E-6,44.6E-6,4.5E-6,,
213.0E+0,-84.08,62.5E-6,56.8E-6,5.7E-6,,
215.7E+0,-80.06,99.3E-6,90.1E-6,9.0E-6,,
218.3E+0,-81.98,79.6E-6,72.3E-6,7.2E-6,,
221.0E+0,-79.11,110.8E-6,100.5E-6,10.1E-6,,
223.7E+0,-86.33,48.2E-6,43.8E-6,4.4E-6,,
226.4E+0,-88.21,38.8E-6,35.3E-6,3.5E-6,,
229.1E+0,-91.26,27.3E-6,24.8E-6,2.5E-6,,
231.8E+0,-92.36,24.1E-6,21.9E-6,2.2E-6,,
234.5E+0,-86.85,45.5E-6,41.3E-6,4.1E-6,,
237.1E+0,-76.94,142.3E-6,129.1E-6,12.9E-6,,
239.8E+0,-80.75,91.7E-6,83.2E-6,8.3E-6,,
242.5E+0,-85.32,54.2E-6,49.2E-6,4.9E-6,,
245.2E+0,-85.50,53.1E-6,48.2E-6,4.8E-6,,
247.9E+0,-81.75,81.7E-6,74.2E-6,7.4E-6,,
251.0E+0,-87.96,40.0E-6,36.3E-6,3.6E-6,,
254.8E+0,-80.79,91.3E-6,82.8E-6,8.3E-6,,
258.5E+0,-75.21,173.7E-6,157.6E-6,15.8E-6,,
262.2E+0,-83.96,63.4E-6,57.5E-6,5.8E-6,,
266.0E+0,-73.50,211.4E-6,191.9E-6,19.2E-6,,
269.7E+0,-80.25,97.2E-6,88.2E-6,8.8E-6,,
273.4E+0,-77.19,138.2E-6,125.5E-6,12.5E-6,,
277.1E+0,-76.89,143.0E-6,129.8E-6,13.0E-6,,
280.9E+0,-80.35,96.0E-6,87.2E-6,8.7E-6,,
284.6E+0,-74.55,187.2E-6,169.9E-6,17.0E-6,,
288.3E+0,-76.91,142.7E-6,129.5E-6,12.9E-6,,
292.1E+0,-76.03,158.0E-6,143.4E-6,14.3E-6,,
295.8E+0,-74.00,199.5E-6,181.1E-6,18.1E-6,,
299.5E+0,-73.90,201.8E-6,183.2E-6,18.3E-6,,
303.2E+0,-71.33,271.5E-6,246.4E-6,24.6E-6,,
307.0E+0,-73.03,223.1E-6,202.5E-6,20.2E-6,,
310.7E+0,-75.55,166.9E-6,151.5E-6,15.1E-6,,
314.4E+0,-73.31,215.9E-6,196.0E-6,19.6E-6,,
318.2E+0,-76.66,146.8E-6,133.3E-6,13.3E-6,,
321.9E+0,-76.13,156.1E-6,141.7E-6,14.2E-6,,
325.6E+0,-77.20,138.0E-6,125.3E-6,12.5E-6,,
329.4E+0,-76.84,143.9E-6,130.6E-6,13.1E-6,,
333.1E+0,-79.23,109.3E-6,99.2E-6,9.9E-6,,
336.8E+0,-82.60,74.1E-6,67.2E-6,6.7E-6,,
340.5E+0,-78.85,114.2E-6,103.6E-6,10.4E-6,,
344.3E+0,-82.91,71.5E-6,64.9E-6,6.5E-6,,
348.6E+0,-81.00,89.1E-6,80.9E-6,8.1E-6,,
353.8E+0,-80.44,95.0E-6,86.2E-6,8.6E-6,,
359.0E+0,-77.72,130.0E-6,118.0E-6,11.8E-6,,
